Vehicle Identification Number,DATE (UTC),Anti-lock Braking State,Accelerator Pressure,Automatic Lane Change State,Automatic Emergency Braking State,Driver Attentiveness,Autonomous Driving State,Brake Pressure,Brake Application State,Driver Braking State,Crash Type,Autonomous Driving State,Crash Severity,"Door External Release - Left, Front","Door External Release - Left, Rear","Door External Release - Right, Front","Door External Release - Right, Rear","Door Internal Release - Left, Front","Door Internal Release - Left, Rear","Door Internal Release - Right, Front","Door Internal Release - Right, Rear",Frunk Release - Internal,Left Turn Signal Indicator,Right Turn Signal Indicator,"Tire Pressure - Front, Left","Tire Pressure - Front, Right",Crash Type,Gear Selection,Gear Stalk Status,Keycard Scanner - Center Console,Keycard Scanner - Left Reader,Keycard - Identity,Lane Assist State,Lateral Acceleration,Brake Light Status - Left,Crash Type,Lock Request Source,Longitudinal Acceleration,Remote Start Indicator,Navigating  to Charging Station Indicator,Navigation System Status,Crash Type,Crash Type,Crash Type,Crash Type,Crash Type,Odometer Reading,On Phone Indicator,"Occupancy Classification - Front, Right",Steering Angle,Steering Torque,Crash Type,"Tire Pressure - Rear, Left","Tire Pressure - Rear, Right",Vehicle Summon & Autopark State,Brake Light Status - Right,ADAS Activation Indicator,ADAS Set Speed,ADAS Following Distance - Decrease,ADAS Following Distance - Increase,Crash Type,Crash Type,"Occupancy Status - Backseat, Center","Occupancy Status - Front, Left","Occupancy Status - 3rd Row, Left","Occupancy Status - Backseat, Left","Occupancy Status - 3rd Row, RIght","Occupancy Status - Front, Right","Occupancy Status - Backseat, Right","Seatbelt Buckle Status - Backseat, Center","Seatbelt Buckle Status - 3rd Row, Left",Seatbelt Buckle Status - Driver,"Seatbelt Buckle Status - Left, Rear","Seatbelt Buckle Status - 3rd Row, Right",Seatbelt Buckle Status - Passenger,"Seatbelt Buckle Status - Right, Rear",Stability Control System State,Traction Control System State,High Beams Status - Left,Headlight Status - Left,High Beams Status - Right,Headlight Status - Right,"Door Status - Left, Front","Door Status - Right, Front",Tail Lights Status - Left,"Door Status - Left, Rear","Door Status - Right, Rear",Tail Lights Status - Right,Tire Pressure Warning,Traction Control Warning Light,Turn Signal Activation Method,Frunk Release - UI,Parking Brake Indicator,Trunk Status,Lock Status - Vehicle,Setting - Acceleration Mode,Setting - Automatic Emergency Braking,Setting - Automatic High Beams,Setting - Automatic Lane Change,Setting - Automatic Mirror Fold,Setting - Autosteer,Setting - Emergency Lane Keep,Setting - Forward Collision Warning,Setting - Forward Collision Warning Sensitivity,Setting - Headlamps,Setting - Headlamps After Exit,Setting - Lane Change Mode,Setting - Lane Departure Warning,Setting - Lane Keep Assist,Setting - Navigate with ADAS,Setting - Access Code Required to Drive,Setting - Steering Mode,Setting - Steering Sensitivity,Setting - Stop Mode,Setting - Alarm,Setting - walkaway lock mode,Pitch Rate,Alarm State,Vehicle Authentication Status,Vehicle Speed,Yaw Rate,Vertical Acceleration,Windshield Wiper Speed
5YJYGDEE7MF074713, 2025-02-18 14:08:09.259,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5YJYGDEE7MF074713, 2025-02-18 14:08:09.261,,,,,,,,,,,,,,,,,,,,,,Off,Off,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5YJYGDEE7MF074713, 2025-02-18 14:08:09.618,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5YJYGDEE7MF074713, 2025-02-18 14:08:09.619,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5YJYGDEE7MF074713, 2025-02-18 14:08:09.621,,,,,,,,,,,,,,,,,,,,,,On,On,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5YJYGDEE7MF074713, 2025-02-18 14:08:09.978,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5YJYGDEE7MF074713, 2025-02-18 14:08:09.979,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5YJYGDEE7MF074713, 2025-02-18 14:08:09.981,,,,,,,,,,,,,,,,,,,,,,Off,Off,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5YJYGDEE7MF074713, 2025-02-18 14:08:10.341,,,,,,,,,,,,,,,,,,,,,,On,On,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5YJYGDEE7MF074713, 2025-02-18 14:08:10.702,,,,,,,,,,,,,,,,,,,,,,Off,Off,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5YJYGDEE7MF074713, 2025-02-18 14:08:11.058,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5YJYGDEE7MF074713, 2025-02-18 14:08:11.059,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5YJYGDEE7MF074713, 2025-02-18 14:08:11.061,,,,,,,,,,,,,,,,,,,,,,On,On,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5YJYGDEE7MF074713, 2025-02-18 14:08:11.418,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5YJYGDEE7MF074713, 2025-02-18 14:08:11.419,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5YJYGDEE7MF074713, 2025-02-18 14:08:11.421,,,,,,,,,,,,,,,,,,,,,,Off,Off,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5YJYGDEE7MF074713, 2025-02-18 14:08:11.779,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5YJYGDEE7MF074713, 2025-02-18 14:08:11.781,,,,,,,,,,,,,,,,,,,,,,On,On,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5YJYGDEE7MF074713, 2025-02-18 14:08:12.141,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5YJYGDEE7MF074713, 2025-02-18 14:08:12.142,,,,,,,,,,,,,,,,,,,,,,Off,Off,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5YJYGDEE7MF074713, 2025-02-18 14:08:12.498,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5YJYGDEE7MF074713, 2025-02-18 14:08:12.501,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5YJYGDEE7MF074713, 2025-02-18 14:08:12.503,,,,,,,,,,,,,,,,,,,,,,On,On,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5YJYGDEE7MF074713, 2025-02-18 14:08:12.858,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5YJYGDEE7MF074713, 2025-02-18 14:08:12.861,,,,,,,,,,,,,,,,,,,,,,Off,Off,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5YJYGDEE7MF074713, 2025-02-18 14:08:13.218,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5YJYGDEE7MF074713, 2025-02-18 14:08:13.219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5YJYGDEE7MF074713, 2025-02-18 14:08:13.221,,,,,,,,,,,,,,,,,,,,,,On,On,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5YJYGDEE7MF074713, 2025-02-18 14:08:13.578,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5YJYGDEE7MF074713, 2025-02-18 14:08:13.579,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5YJYGDEE7MF074713, 2025-02-18 14:08:13.581,,,,,,,,,,,,,,,,,,,,,,Off,Off,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5YJYGDEE7MF074713, 2025-02-18 14:08:13.941,,,,,,,,,,,,,,,,,,,,,,On,On,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5YJYGDEE7MF074713, 2025-02-18 14:08:14.298,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5YJYGDEE7MF074713, 2025-02-18 14:08:14.301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5YJYGDEE7MF074713, 2025-02-18 14:08:14.302,,,,,,,,,,,,,,,,,,,,,,Off,Off,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5YJYGDEE7MF074713, 2025-02-18 14:08:14.658,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5YJYGDEE7MF074713, 2025-02-18 14:08:14.660,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5YJYGDEE7MF074713, 2025-02-18 14:08:14.661,,,,,,,,,,,,,,,,,,,,,,On,On,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5YJYGDEE7MF074713, 2025-02-18 14:08:15.018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5YJYGDEE7MF074713, 2025-02-18 14:08:15.019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5YJYGDEE7MF074713, 2025-02-18 14:08:15.021,,,,,,,,,,,,,,,,,,,,,,Off,Off,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5YJYGDEE7MF074713, 2025-02-18 14:08:15.379,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5YJYGDEE7MF074713, 2025-02-18 14:08:15.381,,,,,,,,,,,,,,,,,,,,,,On,On,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5YJYGDEE7MF074713, 2025-02-18 14:08:15.741,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5YJYGDEE7MF074713, 2025-02-18 14:08:15.742,,,,,,,,,,,,,,,,,,,,,,Off,Off,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5YJYGDEE7MF074713, 2025-02-18 14:08:16.098,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5YJYGDEE7MF074713, 2025-02-18 14:08:16.101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5YJYGDEE7MF074713, 2025-02-18 14:08:16.102,,,,,,,,,,,,,,,,,,,,,,On,On,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5YJYGDEE7MF074713, 2025-02-18 14:08:16.458,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5YJYGDEE7MF074713, 2025-02-18 14:08:16.460,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5YJYGDEE7MF074713, 2025-02-18 14:08:16.461,,,,,,,,,,,,,,,,,,,,,,Off,Off,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5YJYGDEE7MF074713, 2025-02-18 14:08:16.818,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5YJYGDEE7MF074713, 2025-02-18 14:08:16.819,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5YJYGDEE7MF074713, 2025-02-18 14:08:16.821,,,,,,,,,,,,,,,,,,,,,,On,On,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5YJYGDEE7MF074713, 2025-02-18 14:08:17.179,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5YJYGDEE7MF074713, 2025-02-18 14:08:17.181,,,,,,,,,,,,,,,,,,,,,,Off,Off,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5YJYGDEE7MF074713, 2025-02-18 14:08:17.541,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5YJYGDEE7MF074713, 2025-02-18 14:08:17.542,,,,,,,,,,,,,,,,,,,,,,On,On,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5YJYGDEE7MF074713, 2025-02-18 14:08:17.898,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5YJYGDEE7MF074713, 2025-02-18 14:08:17.901,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5YJYGDEE7MF074713, 2025-02-18 14:08:17.902,,,,,,,,,,,,,,,,,,,,,,Off,Off,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5YJYGDEE7MF074713, 2025-02-18 14:08:18.259,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5YJYGDEE7MF074713, 2025-02-18 14:08:18.260,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5YJYGDEE7MF074713, 2025-02-18 14:08:18.261,,,,,,,,,,,,,,,,,,,,,,On,On,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5YJYGDEE7MF074713, 2025-02-18 14:08:18.619,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5YJYGDEE7MF074713, 2025-02-18 14:08:18.621,,,,,,,,,,,,,,,,,,,,,,Off,Off,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5YJYGDEE7MF074713, 2025-02-18 14:08:18.979,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5YJYGDEE7MF074713, 2025-02-18 14:08:18.980,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5YJYGDEE7MF074713, 2025-02-18 14:08:18.981,,,,,,,,,,,,,,,,,,,,,,On,On,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5YJYGDEE7MF074713, 2025-02-18 14:08:19.341,,,,,,,,,,,,,,,,,,,,,,Off,Off,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5YJYGDEE7MF074713, 2025-02-18 14:08:19.698,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5YJYGDEE7MF074713, 2025-02-18 14:08:19.699,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5YJYGDEE7MF074713, 2025-02-18 14:08:19.702,,,,,,,,,,,,,,,,,,,,,,On,On,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5YJYGDEE7MF074713, 2025-02-18 14:08:20.059,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5YJYGDEE7MF074713, 2025-02-18 14:08:20.060,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5YJYGDEE7MF074713, 2025-02-18 14:08:20.061,,,,,,,,,,,,,,,,,,,,,,Off,Off,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5YJYGDEE7MF074713, 2025-02-18 14:08:20.418,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5YJYGDEE7MF074713, 2025-02-18 14:08:20.419,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5YJYGDEE7MF074713, 2025-02-18 14:08:20.421,,,,,,,,,,,,,,,,,,,,,,On,On,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5YJYGDEE7MF074713, 2025-02-18 14:08:20.778,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5YJYGDEE7MF074713, 2025-02-18 14:08:20.779,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
